y,value
0,30
1,18
2,14
3,11
4,11
5,10
6,10
7,10
8,10
9,10
10,10
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,10
19,9
20,10
21,10
22,9
23,10
24,9
25,10
26,10
27,9
28,9
29,8
30,7
31,7
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,6
46,7
47,7
48,7
49,9
50,11
51,19
